MonthlyDisposableIncome,MonthlyLoanInstallment,YearOfBirth,Collateral,MaritalStatus,DaysPastDue
5462,1348,'1988',No,1,94
4195,714,'1985',Yes,1,0
3537,1070,'1981',Yes,1,91
3481,1098,'1982',No,0,50
3719,1199,'1983',No,0,0
3094,729,'1983',Yes,1,0
3427,1669,'1980',No,1,97
4062,1051,'1972',Yes,0,0
4004,1220,'1976',Yes,0,0
3538,1061,'1984',No,1,91
2406,1246,'1985',Yes,1,94
3025,807,'1986',No,0,40
4612,1289,'1985',No,1,9
3922,675,'1991',Yes,1,0
3362,997,'1980',No,1,0
3725,782,'1988',No,1,0
2311,701,'1986',No,1,47
3232,1121,'1981',Yes,1,60
4338,1308,'1971',No,1,68
3002,825,'1983',Yes,1,0
2445,1345,'1952',Yes,0,99
3464,1454,'1985',Yes,1,0
3007,1065,'1978',Yes,0,0
3530,979,'1986',No,1,82
4278,1062,'1983',Yes,1,0
4397,1326,'1966',Yes,0,34
3900,1116,'1986',No,0,31
2361,1132,'1990',Yes,0,50
4715,1236,'1991',No,0,0
3089,1058,'1990',Yes,1,68
2023,570,'1976',Yes,1,0
1901,1392,'1973',Yes,1,105
2393,1164,'1973',No,0,96
3773,1298,'1931',Yes,1,55
3103,1195,'1983',Yes,0,92
3098,980,'1967',No,1,93
3343,856,'1954',Yes,0,0
3904,957,'1985',No,0,0
4114,1121,'1985',Yes,0,0
3191,1276,'1988',Yes,1,0
4404,1306,'1960',Yes,0,0
4095,1025,'1984',No,1,62
4773,1219,'1973',Yes,0,0
3229,1259,'1970',Yes,1,0
3769,1192,'1986',No,0,0
4525,968,'1985',Yes,0,0
4333,774,'1993',No,0,0
4055,1152,'1983',Yes,1,0
4732,1407,'1992',Yes,1,0
3600,946,'1975',No,1,0
3828,1212,'1985',Yes,1,0
4014,1344,'1992',Yes,1,0
3799,1005,'1969',Yes,0,0
4876,1257,'1982',Yes,1,0
3081,867,'1986',Yes,1,0
4435,880,'1970',Yes,1,0
2943,1146,'1970',No,0,94
2833,802,'1966',No,0,87
3005,941,'1958',Yes,1,73
3027,1113,'1986',No,1,93
4272,1164,'1993',Yes,0,0
4670,1220,'1981',Yes,0,0
3053,743,'1990',Yes,1,0
3559,935,'1978',No,0,24
2822,1038,'1989',No,1,93
3683,1411,'1976',Yes,1,18
3413,839,'1967',No,1,0
2113,887,'1993',Yes,0,93
2785,895,'1986',Yes,1,92
3803,1263,'1976',Yes,1,0
2919,927,'1987',Yes,0,0
5097,1277,'1972',No,1,1
2462,892,'1994',No,1,92
2725,1154,'1977',No,0,96
4443,1058,'1985',Yes,1,0
2802,1143,'1988',No,0,90
4440,1051,'1988',Yes,0,0
2642,827,'1990',No,1,74
2426,798,'1946',No,0,92
3542,797,'1973',Yes,1,0
3843,1022,'1963',No,1,0
4085,1393,'1981',Yes,0,0
4697,1077,'1970',No,0,0
3547,843,'1977',Yes,1,0
2977,1169,'1993',No,1,92
4243,964,'1970',No,0,27
3438,854,'1983',No,0,0
2962,1146,'1972',Yes,1,12
2772,1317,'1982',Yes,1,95
2561,905,'1980',No,0,91
2454,1256,'1975',Yes,1,44
4273,979,'1992',Yes,0,0
2932,725,'1978',Yes,0,0
4334,1197,'1977',Yes,1,0
3124,843,'1977',Yes,1,0
3268,971,'1982',Yes,1,0
5217,1149,'1991',No,0,0
5517,1255,'1977',Yes,1,0
3214,1328,'1978',Yes,1,0
4200,1176,'1980',No,1,92
3860,1218,'1991',Yes,1,0
1586,1331,'1987',Yes,0,111
4386,1276,'1992',Yes,0,0
3490,1238,'1992',Yes,1,9
3860,1072,'1987',No,0,29
3164,877,'1992',No,0,0
2400,1278,'1988',No,0,97
2354,1404,'1976',Yes,0,95
4691,1093,'1989',Yes,1,0
3111,867,'1979',Yes,1,0
2337,1096,'1992',Yes,0,92
3879,1035,'1986',Yes,0,0
3082,783,'1977',No,1,0
2683,1036,'1990',No,0,35
1493,684,'1984',Yes,1,91
2354,1064,'1990',No,1,99
2364,1084,'1975',No,1,97
1888,1302,'1986',Yes,1,103
3611,699,'1961',No,0,0
5786,1430,'1988',No,1,0
4322,1263,'1979',Yes,0,0
2360,976,'1968',No,1,100
4056,810,'1984',Yes,1,0
2625,1022,'1986',Yes,1,19
1816,1067,'1988',Yes,1,99
4433,1109,'1959',No,1,0
2831,957,'1977',No,1,1
2027,1077,'1988',No,1,102
4708,1215,'1991',No,1,0
4645,1123,'1990',Yes,1,0
4922,1214,'1994',No,1,0
2654,1309,'1973',Yes,1,92
2837,714,'1954',Yes,1,0
4300,1010,'1988',No,1,51
2836,914,'1981',Yes,1,0
3726,1005,'1982',No,0,0
3784,974,'1986',No,1,0
2881,1026,'1961',No,0,94
4589,1051,'1980',No,1,0
4601,867,'1985',Yes,0,0
3934,1293,'1974',Yes,0,0
906,841,'1991',Yes,1,113
3289,1186,'1993',No,1,94
3520,1378,'1994',Yes,0,0
4268,1027,'1985',Yes,1,0
5255,1566,'1993',Yes,0,0
1384,476,'1986',Yes,0,0
2887,909,'1967',Yes,0,0
2196,1100,'1989',Yes,0,95
2351,1287,'1990',No,1,101
5781,1226,'1975',No,1,0
3732,831,'1986',Yes,0,0
2509,1202,'1987',No,1,96
5372,968,'1993',No,1,0
2721,1046,'1970',Yes,1,91
4241,1241,'1981',No,1,92
2753,900,'1996',Yes,1,0
3891,1206,'1990',Yes,1,0
4771,1351,'1994',No,0,0
3274,949,'1968',Yes,1,0
3111,1028,'1995',Yes,1,0
3158,721,'1990',No,1,0
2253,1067,'1979',Yes,1,95
4838,1107,'1997',Yes,1,0
4270,1116,'1962',Yes,1,0
2903,680,'1978',No,1,0
5393,1435,'1991',No,1,0
5411,884,'1990',No,0,0
3958,1059,'1976',No,1,0
3582,908,'1974',Yes,1,0
2982,998,'1933',Yes,1,81
1652,1033,'1985',Yes,1,100
2397,933,'1987',Yes,1,93
3487,1220,'1966',No,1,86
4053,1161,'1981',Yes,1,0
2670,1199,'1994',No,1,99
4038,784,'1978',Yes,1,0
4273,1073,'1985',Yes,0,0
2119,1141,'1975',Yes,0,96
2767,1254,'1988',No,1,97
2808,916,'1966',No,0,93
2937,1068,'1990',No,1,75
4526,1354,'1984',Yes,1,0
4022,922,'1991',No,0,0
3491,1265,'1986',Yes,0,0
4367,1207,'1993',Yes,1,0
802,1127,'1977',No,1,142
2773,1054,'1983',No,1,96
4198,1033,'1980',Yes,0,0
3983,1138,'1976',Yes,1,0
2387,853,'1983',Yes,1,0
3861,1250,'1967',No,1,93
3758,1229,'1982',Yes,1,0
4890,1240,'1980',No,1,27
4855,1357,'1986',Yes,0,0
5065,1385,'1994',Yes,1,0
2554,1017,'1985',No,1,94
3813,1583,'1986',Yes,1,58
3558,1174,'1945',No,0,94
4350,1149,'1970',No,1,0
3062,1140,'1988',Yes,1,45
5629,1269,'1980',No,1,0
2916,933,'1969',No,0,91
5080,1322,'1987',Yes,1,0
4307,1092,'1979',Yes,0,0
3787,822,'1984',Yes,1,0
2908,849,'1991',No,1,14
4570,1059,'1981',Yes,1,0
4702,1287,'1976',Yes,1,0
2737,1053,'1984',No,1,94
3746,939,'1988',Yes,1,0
3467,994,'1991',No,1,95
3609,859,'1979',No,1,0
3348,1183,'1987',No,0,97
1246,772,'1983',Yes,0,101
2446,853,'1992',Yes,1,0
3720,1090,'1981',Yes,1,0
3367,774,'1988',Yes,1,0
2396,1048,'1983',Yes,1,0
1356,769,'1972',No,0,101
4415,1124,'1981',Yes,1,0
2542,1126,'1966',Yes,1,96
2104,957,'1996',No,1,101
4289,908,'1983',Yes,0,0
3137,1366,'1973',No,1,97
3870,936,'1977',No,1,0
3252,1210,'1973',No,0,94
5299,1516,'1987',No,0,45
4059,939,'1980',Yes,1,0
4719,1016,'1994',No,0,92
6631,1736,'1978',No,1,0
4177,1227,'1983',No,1,0
2970,1136,'1986',Yes,0,0
3123,1049,'1981',No,1,94
1643,948,'1972',No,1,104
2919,1090,'1991',No,1,92
3648,1422,'1980',No,0,94
3219,862,'1972',Yes,0,0
3820,1117,'1985',No,0,0
2946,1306,'1966',No,1,101
3045,1376,'1993',No,0,93
4788,1155,'1981',No,0,0
4550,1037,'1980',Yes,1,0
5348,1051,'1953',Yes,1,0
4724,921,'1989',Yes,1,0
3741,1059,'1989',No,1,91
4279,1227,'1983',Yes,1,0
2939,1044,'1983',Yes,0,0
4241,794,'1981',Yes,1,0
3810,1024,'1984',Yes,1,0
2821,929,'1968',No,0,91
3507,1097,'1971',No,0,91
3087,798,'1982',Yes,1,0
2229,1263,'1982',Yes,1,96
4373,984,'1982',Yes,0,0
4907,1136,'1973',No,0,0
4160,1169,'1971',Yes,1,0
3986,1467,'1997',Yes,1,0
3016,1042,'1976',Yes,1,0
3920,1205,'1991',No,1,0
4059,1348,'1970',Yes,0,0
3139,1286,'1985',Yes,1,0
4075,1150,'1981',Yes,0,0
2311,1114,'1970',No,1,102
4242,1030,'1966',Yes,0,0
3829,1332,'1959',No,0,96
3928,1354,'1981',Yes,1,0
2680,1216,'1969',Yes,1,97
3333,1300,'1977',No,1,75
5311,1232,'1989',No,1,92
4124,1213,'1984',No,1,0
4198,1190,'1983',Yes,1,0
4021,990,'1979',Yes,1,0
3922,1266,'1974',Yes,1,0
2193,1061,'1971',No,1,97
2957,1167,'1979',No,0,0
4658,821,'1984',Yes,1,0
2804,578,'1956',Yes,1,0
4526,1120,'1994',No,0,92
2002,899,'1984',Yes,1,0
3650,1027,'1967',No,0,25
3175,874,'1977',Yes,0,0
5023,1010,'1984',Yes,1,0
2381,1037,'1955',No,0,98
4259,1310,'1982',No,1,91
5373,1304,'1984',Yes,1,0
4199,1081,'1990',Yes,1,0
3627,1166,'1992',No,1,92
4886,1220,'1967',No,1,91
4124,946,'1987',Yes,1,0
3245,757,'1970',No,0,0
4475,988,'1969',Yes,1,0
1453,975,'1992',No,1,108
1374,888,'1964',No,1,108
4888,979,'1978',Yes,1,0
3251,1548,'1983',No,0,101
3238,905,'1985',No,0,48
3395,1090,'1983',No,0,39
4743,1239,'1996',Yes,1,0
3226,970,'1979',No,0,62
3927,1109,'1975',No,0,54
2988,734,'1959',No,1,0
5349,1348,'1960',No,1,92
3126,806,'1986',Yes,1,0
3888,1272,'1990',No,1,92
2498,1201,'1990',Yes,1,93
2954,1218,'1976',No,1,95
4921,1190,'1984',Yes,1,0
4326,1222,'1978',Yes,1,0
3159,1325,'1976',Yes,1,67
2532,921,'1971',Yes,1,31
2639,593,'1990',Yes,0,20
3494,1415,'1991',Yes,1,36
2950,880,'1983',Yes,1,0
1899,1065,'1969',Yes,0,100
2766,1120,'1989',Yes,0,38
4350,1134,'1984',Yes,0,0
4960,1395,'1965',Yes,0,0
5065,1143,'1982',Yes,1,0
2679,735,'1987',Yes,0,0
4768,1524,'1970',Yes,0,0
5220,1206,'1968',No,1,0
4797,1183,'1953',Yes,1,32
4096,1151,'1982',No,0,82
2027,1229,'1981',Yes,1,99
4340,1322,'1968',No,1,92
3342,818,'1980',Yes,1,0
4297,1223,'1994',No,1,58
3158,1069,'1985',Yes,1,0
3414,1109,'1987',No,1,96
2863,1107,'1987',Yes,0,36
1616,580,'1978',Yes,1,0
4893,1424,'1988',Yes,0,0
2266,1163,'1982',Yes,1,67
3248,760,'1988',No,1,0
2642,839,'1972',Yes,1,0
3946,1029,'1970',Yes,1,0
3245,1299,'1988',Yes,1,23
3207,1314,'1987',No,1,96
5157,1322,'1993',Yes,1,0
3367,1147,'1971',No,0,91
3515,1381,'1990',No,1,93
2925,1334,'1976',Yes,0,93
2167,1360,'1982',Yes,0,95
3515,1472,'1984',Yes,1,28
2558,1332,'1953',Yes,1,99
2497,815,'1985',No,0,0
4473,1156,'1992',No,1,94
5057,1377,'1981',Yes,1,0
2861,518,'1951',No,0,0
3521,1072,'1975',No,1,48
2988,845,'1982',No,1,0
5842,1395,'1944',Yes,0,0
3109,839,'1988',No,1,29
3552,703,'1971',Yes,0,0
1826,740,'1967',Yes,0,0
3682,1230,'1975',Yes,0,0
3813,1112,'1994',Yes,1,0
3384,1060,'1972',No,1,51
5232,1107,'1982',Yes,1,0
2594,1205,'1979',No,1,96
3539,1241,'1984',No,0,17
4908,1228,'1945',No,0,95
2212,937,'1965',No,1,100
2952,875,'1965',No,0,61
5037,1002,'1972',Yes,0,0
4089,1160,'1985',Yes,1,0
3484,1153,'1986',Yes,1,0
2755,993,'1989',No,0,95
3290,1153,'1990',Yes,1,92
3400,1383,'1991',Yes,1,0
3710,970,'1978',No,0,0
3456,1148,'1966',Yes,0,94
1501,727,'1988',No,1,103
3560,1271,'1981',No,1,66
3587,881,'1991',No,0,0
4091,1017,'1982',Yes,1,0
2566,829,'1983',No,1,93
3142,1157,'1992',No,0,93
4887,1353,'1983',Yes,0,0
4295,1466,'1985',Yes,1,0
2292,636,'1976',No,1,44
1959,1024,'1970',Yes,1,93
1513,851,'1967',Yes,1,100
3889,1417,'1987',Yes,0,0
2733,1293,'1974',No,1,98
3602,1487,'1959',Yes,1,95
4600,1068,'1949',Yes,1,0
5868,1186,'1973',No,1,0
3736,1161,'1978',Yes,1,0
4629,1151,'1984',No,1,40
3069,883,'1993',Yes,1,0
2473,886,'1983',No,0,94
1990,798,'1984',Yes,1,0
4330,1760,'1946',Yes,1,97
3671,974,'1977',Yes,1,0
3417,1082,'1979',No,1,75
3244,1045,'1971',No,1,0
2158,1049,'1928',Yes,1,100
1674,758,'1981',No,1,95
5347,1080,'1994',No,1,0
5140,1385,'1989',No,1,44
4935,898,'1984',No,1,0
3037,1323,'1961',Yes,0,93
2054,967,'1979',No,1,97
2584,1300,'1985',No,1,101
1877,1205,'1987',Yes,1,101
3080,1109,'1985',Yes,1,0
1879,782,'1963',Yes,0,96
2837,954,'1989',No,1,94
2257,1073,'1970',No,1,99
4669,1273,'1976',Yes,0,0
3323,1311,'1991',Yes,0,5
2381,905,'1974',Yes,0,51
5410,1091,'1993',No,0,0
2507,1082,'1965',Yes,1,78
4170,1016,'1985',No,1,61
2102,723,'1979',Yes,1,0
2775,1044,'1971',No,1,91
4625,1029,'1986',No,1,0
4401,1386,'1989',Yes,0,0
3272,537,'1985',Yes,1,0
4795,1233,'1982',Yes,1,0
2867,939,'1986',No,0,21
2835,1274,'1986',No,0,96
1876,1127,'1983',Yes,0,95
2533,779,'1986',No,1,92
3256,1267,'1990',Yes,1,33
3879,1299,'1988',Yes,0,0
2080,845,'1965',No,1,100
2701,838,'1979',Yes,1,0
3026,865,'1980',Yes,1,0
2982,731,'1969',Yes,1,0
2676,1028,'1991',Yes,0,0
3675,1228,'1970',No,1,68
1738,726,'1991',Yes,1,96
3269,968,'1989',Yes,1,0
3557,666,'1982',Yes,1,0
3539,1488,'1990',Yes,0,92
3142,1314,'1975',Yes,0,92
2937,1209,'1987',Yes,1,0
4164,1261,'1977',No,1,0
3679,1064,'1986',Yes,1,0
3574,1176,'1997',Yes,1,0
1940,699,'1993',Yes,1,0
3323,1342,'1984',No,1,95
4819,880,'1988',No,1,0
3415,1100,'1991',Yes,1,0
5138,1590,'1993',Yes,0,0
3369,1095,'1989',No,1,91
4293,1376,'1982',No,1,92
3970,1135,'1981',No,0,0
3008,1335,'1984',Yes,1,92
3270,1310,'1975',No,0,94
2400,625,'1994',Yes,1,0
4765,814,'1983',Yes,0,0
3370,1287,'1943',No,1,104
2801,1244,'1991',No,0,96
3333,1172,'1993',Yes,0,0
4152,1288,'1985',Yes,1,0
3564,1007,'1974',No,1,91
4402,943,'1983',Yes,1,0
1287,1030,'1990',Yes,0,107
1647,1034,'1981',No,1,105
2204,977,'1993',No,0,97
3339,1076,'1995',Yes,1,52
950,951,'1991',No,1,125
3009,1048,'1986',Yes,1,0
5451,1360,'1992',Yes,0,0
4154,1156,'1973',Yes,1,0
2406,1106,'1985',No,1,98
443,849,'1974',No,1,164
2780,867,'1984',No,1,0
2341,990,'1964',Yes,1,96
3209,1387,'1974',Yes,0,15
4751,1007,'1981',Yes,0,0
2485,1175,'1991',No,1,98
2486,1047,'1970',Yes,1,95
4521,1260,'1989',No,1,0
3727,1019,'1981',No,1,0
3579,1121,'1993',Yes,1,0
3356,1054,'1983',Yes,0,0
3259,1064,'1960',Yes,1,0
4456,795,'1977',No,0,0
1553,1272,'1972',No,1,115
2455,1139,'1985',Yes,1,97
1856,1141,'1979',Yes,1,99
3903,1146,'1991',No,1,91
3763,1003,'1975',No,0,0
3246,847,'1975',No,1,0
5449,1342,'1980',Yes,0,0
3328,1005,'1992',No,0,92
4368,1006,'1979',No,0,0
2288,1130,'1987',No,1,97
2739,781,'1962',No,1,93
1099,689,'1970',Yes,0,101
3637,1031,'1980',Yes,1,0
4040,1051,'1958',No,1,92
2941,1082,'1988',No,0,72
4568,1226,'1992',No,1,93
3106,1619,'1980',No,1,95
3922,950,'1987',Yes,1,0
1775,908,'1982',No,0,103
4657,1008,'1987',No,1,0
3236,1032,'1989',Yes,0,0
3862,1034,'1974',No,1,82
1851,765,'1969',No,1,95
3294,1225,'1962',Yes,1,17
3771,1228,'1977',Yes,1,0
4219,1382,'1973',Yes,1,0
2674,1268,'1973',No,1,97
2162,1035,'1972',Yes,1,93
4458,1453,'1992',Yes,0,0
4164,762,'1939',Yes,1,0
2501,791,'1979',Yes,1,0
4154,979,'1991',Yes,0,0
1653,989,'1995',Yes,0,98
4312,1336,'1955',No,1,0
3220,1244,'1953',Yes,1,85
5574,1310,'1991',Yes,0,0
4989,1450,'1952',No,1,86
4024,1038,'1992',Yes,1,0
4371,1164,'1975',Yes,1,0
4138,837,'1990',Yes,1,0
2041,1112,'1979',Yes,0,95
3438,800,'1986',Yes,1,0
4530,1098,'1978',Yes,1,0
3456,1130,'1970',Yes,0,0
4774,1051,'1984',No,0,0
4955,1130,'1986',Yes,0,0
3358,1194,'1978',No,0,93
6147,944,'1987',No,0,0
3569,1253,'1965',No,1,91
3277,1069,'1975',Yes,1,0
4024,973,'1987',Yes,0,0
4974,858,'1962',No,0,0
1827,1004,'1970',Yes,1,94
4396,912,'1953',Yes,1,0
1610,782,'1970',Yes,0,95
768,836,'1971',No,0,128
2896,1207,'1992',No,0,96
3981,1037,'1986',Yes,1,0
3776,1083,'1984',Yes,1,0
2006,980,'1994',No,1,95
3165,829,'1994',Yes,1,0
4810,1273,'1977',Yes,1,0
3769,1200,'1983',No,0,91
4197,1362,'1981',Yes,1,0
5231,1091,'1972',No,1,0
2114,756,'1976',Yes,1,0
2031,937,'1986',Yes,0,95
4733,1382,'1984',Yes,0,0
2753,476,'1983',Yes,0,0
5260,1299,'1989',No,0,0
4406,1261,'1983',No,0,92
4136,1169,'1943',No,1,93
4940,1171,'1977',No,0,0
2410,1102,'1965',No,0,100
5346,1271,'1988',No,1,0
4428,1122,'1989',Yes,0,0
2939,1102,'1987',No,0,19
4802,1315,'1989',Yes,0,0
3513,1049,'1966',No,1,91
4295,1439,'1964',Yes,1,0
2980,990,'1985',Yes,1,0
3013,1147,'1990',No,0,96
2941,964,'1978',Yes,1,0
3696,709,'1979',No,0,0
3318,1308,'1971',Yes,0,46
3213,1220,'1985',Yes,0,0
4108,1018,'1999',No,0,0
2622,1148,'1988',Yes,0,0
2690,1163,'1982',No,0,94
1107,939,'1988',No,1,120
2946,938,'1963',No,1,94
4771,1261,'1986',Yes,0,0
3146,845,'1970',Yes,0,0
2885,1319,'1993',Yes,0,0
1332,1044,'1987',Yes,1,108
2511,931,'1975',Yes,1,11
2824,1221,'1974',No,0,98
2220,933,'1986',No,1,97
3576,850,'1988',No,1,94
4659,1422,'1982',Yes,1,0
1650,873,'1974',No,0,105
3156,1213,'1983',Yes,1,0
2086,799,'1983',Yes,0,0
3671,1179,'1974',No,0,93
3032,1192,'1981',Yes,0,12
3481,1161,'1980',No,1,92
5449,1061,'1960',Yes,1,0
1656,1163,'1991',No,1,113
4172,1120,'1961',Yes,1,0
3685,972,'1972',Yes,1,0
3580,1161,'1981',Yes,1,0
2469,924,'1988',No,1,94
2388,893,'1976',No,1,93
3575,1437,'1976',Yes,1,91
5489,1092,'1976',Yes,1,0
3093,632,'1987',Yes,1,0
2963,1043,'1954',No,0,97
2254,811,'1989',No,0,87
4004,833,'1974',Yes,0,0
3020,1271,'1959',Yes,1,95
4549,1050,'1983',Yes,0,0
3245,1153,'1964',Yes,0,20
2428,1190,'1985',Yes,1,95
3177,954,'1966',Yes,1,0
4483,1127,'1984',Yes,1,0
3506,1138,'1985',Yes,1,0
4031,1328,'1945',No,1,96
1411,880,'1972',Yes,1,101
3855,1084,'1988',Yes,1,0
4253,1011,'1987',Yes,1,0
4408,1166,'1996',Yes,0,0
3636,1023,'1988',Yes,1,0
2822,1127,'1993',No,1,95
3063,1114,'1998',Yes,1,93
2744,1063,'1972',No,0,96
3793,1247,'1984',No,1,45
2801,1059,'1994',Yes,1,0
4206,1135,'1976',No,1,1
4141,921,'1996',Yes,0,0
1075,950,'1974',Yes,1,114
2941,1084,'1985',Yes,1,0
2785,1045,'1981',Yes,0,0
2236,908,'1953',Yes,1,92
4626,978,'1965',No,1,0
2358,819,'1979',No,1,91
5511,1273,'1973',No,1,35
3283,1250,'1975',No,1,93
2710,1331,'1977',Yes,1,0
2880,1130,'1995',Yes,1,7
3477,1304,'1980',Yes,0,0
3664,1494,'1967',No,1,94
4340,976,'1982',No,1,0
3422,874,'1984',No,1,0
4280,1067,'1971',No,1,0
2235,820,'1981',No,1,76
4195,1124,'1985',Yes,1,0
2706,1136,'1975',Yes,1,76
2121,605,'1975',Yes,0,0
1577,885,'1977',Yes,0,95
3587,901,'1982',No,1,0
4353,1456,'1994',No,1,31
3922,1400,'1962',Yes,0,0
2395,1015,'1991',Yes,1,91
4158,987,'1979',No,0,0
3502,984,'1998',No,1,0
3135,1199,'1990',Yes,1,0
2895,1199,'1986',Yes,1,0
4462,1225,'1993',Yes,0,0
3257,1215,'1968',Yes,1,85
2004,1230,'1987',Yes,0,99
6463,1339,'1981',Yes,1,0
4285,1243,'1973',No,1,0
3123,1433,'1990',Yes,0,0
2241,994,'1981',No,1,95
4353,766,'1990',Yes,1,0
3171,1077,'1973',No,1,0
3948,1267,'1975',Yes,1,70
3471,985,'1987',Yes,1,0
4575,1237,'1963',No,0,66
1767,1085,'1985',No,1,106
4870,1339,'1989',No,0,0
3163,988,'1990',No,1,93
2141,457,'1991',Yes,0,0
3237,1296,'1984',No,0,96
3631,1340,'1985',No,1,30
3222,1428,'1992',Yes,1,96
3161,1153,'1978',Yes,1,0
3479,860,'1990',No,1,0
3307,1292,'1983',Yes,1,0
2829,931,'1980',No,0,0
1811,1420,'1998',Yes,1,105
5062,1139,'1987',No,1,0
4207,872,'1988',No,0,0
4194,1160,'1967',No,0,0
3308,1092,'1953',No,0,96
2903,934,'1973',No,0,92
4436,884,'1985',Yes,1,0
3850,998,'1977',No,1,0
2789,1047,'1986',Yes,0,0
3285,771,'1985',No,1,0
2980,699,'1987',Yes,0,0
3826,916,'1955',Yes,1,0
3131,1060,'1979',Yes,0,0
4350,1203,'1980',No,1,0
4232,1249,'1978',No,1,65
3712,828,'1984',Yes,0,0
2344,884,'1992',No,0,93
3540,1207,'1963',Yes,1,0
4668,1308,'1979',No,1,0
4626,1049,'1990',Yes,0,0
5173,783,'1978',No,1,0
2405,1544,'1970',Yes,1,102
4185,1112,'1996',No,1,92
1933,926,'1985',Yes,0,96
3985,1504,'1980',Yes,1,92
3534,899,'1979',No,1,0
2174,772,'1989',Yes,1,10
3788,903,'1973',Yes,1,0
4272,1197,'1974',Yes,0,0
4257,1158,'1992',Yes,1,0
2907,906,'1982',No,1,0
1983,789,'1984',Yes,0,0
853,715,'1986',No,0,113
3092,1342,'1991',Yes,0,87
4506,1087,'1986',Yes,1,0
3812,962,'1987',No,1,0
3768,973,'1977',Yes,0,0
2638,1048,'1979',No,1,96
4808,1254,'1988',No,0,94
3535,1137,'1984',No,1,93
2465,1021,'1990',No,1,98
4816,1246,'1994',Yes,1,0
5165,1555,'1989',Yes,1,0
4730,1419,'1981',No,1,0
3976,1094,'1994',Yes,1,0
4034,893,'1989',Yes,1,0
4162,778,'1979',Yes,1,0
3909,1458,'1983',No,0,95
3779,1054,'1982',Yes,0,0
2701,905,'1968',Yes,0,46
3613,829,'1987',No,1,3
2153,849,'1973',No,0,96
5011,1423,'1988',No,1,0
4129,1160,'1982',Yes,0,0
4133,872,'1976',No,0,0
4008,1115,'1992',Yes,1,0
4429,1220,'1969',No,1,16
4489,1030,'1987',Yes,0,0
3727,1255,'1986',No,0,12
3488,1441,'1993',Yes,1,95
4230,1119,'1962',No,0,93
4002,1167,'1972',No,1,0
4322,1082,'1972',Yes,0,0
3277,1218,'1976',No,1,91
2620,1219,'1959',Yes,1,92
2450,1018,'1965',Yes,1,92
3015,1227,'1986',Yes,1,82
2630,1008,'1980',No,1,95
3180,943,'1987',No,1,63
2159,1078,'1995',Yes,0,95
2333,1222,'1973',No,1,102
2117,871,'1974',Yes,0,91
2495,985,'1978',No,1,94
3665,1282,'1985',No,1,72
5111,931,'1972',No,1,0
4515,1108,'1989',Yes,1,0
5363,1688,'1988',No,1,91
3508,1050,'1980',Yes,1,0
2981,1154,'1992',Yes,1,44
3863,1002,'1985',No,0,0
1213,1087,'1973',Yes,1,116
1691,890,'1942',No,1,106
1237,758,'1982',No,1,103
4205,1092,'1979',Yes,1,0
3712,1221,'1986',No,1,0
4682,949,'1975',Yes,1,0
4253,1220,'1980',Yes,1,0
4409,856,'1981',Yes,1,0
2182,641,'1995',Yes,1,0
698,547,'1993',No,1,111
3354,552,'1974',No,0,0
5592,1530,'1988',Yes,0,0
3309,1106,'1986',Yes,1,0
4343,1210,'1962',No,1,0
4085,1236,'1986',No,1,65
3393,786,'1978',No,1,0
2453,1146,'1983',Yes,1,92
2937,1202,'1949',No,1,103
3693,907,'1991',No,0,0
2302,567,'1983',Yes,1,0
3680,959,'1982',Yes,1,0
1244,959,'1975',Yes,1,107
2637,951,'1983',No,0,91
3594,1072,'1993',No,1,57
4511,1343,'1988',Yes,0,0
3265,1253,'1981',Yes,1,55
2721,888,'1994',Yes,0,0
3747,823,'1989',Yes,1,0
3691,1162,'1972',Yes,1,0
2883,967,'1973',Yes,0,0
1351,885,'1993',Yes,1,101
3292,867,'1987',Yes,1,0
2099,1318,'1983',Yes,0,100
4393,1053,'1984',No,1,0
2424,1356,'1977',Yes,1,95
3508,1081,'1984',No,0,92
1561,845,'1978',No,1,100
5679,1159,'1958',No,1,0
4196,1571,'1975',Yes,1,0
3520,677,'1974',Yes,1,0
3952,896,'1987',No,1,6
2465,827,'1991',No,1,67
2856,1151,'1989',No,0,87
2449,966,'1986',Yes,1,0
4403,1085,'1973',No,0,27
3284,1176,'1988',Yes,0,65
2358,1115,'1955',Yes,1,84
3457,1058,'1973',Yes,0,0
2489,1051,'1996',Yes,0,92
2105,1092,'1974',Yes,0,95
1989,723,'1982',Yes,0,0
4547,1344,'1986',Yes,1,0
3825,1305,'1968',No,1,97
2226,1126,'1986',No,1,101
3072,815,'1981',Yes,1,0
5145,1407,'1985',No,0,0
4153,1048,'1972',No,1,0
3799,1269,'1986',No,1,93
2553,1246,'1980',No,1,102
3757,1393,'1973',No,1,94
4482,1168,'1984',No,1,0
3999,1321,'1988',Yes,1,0
3550,1207,'1982',Yes,1,0
2744,953,'1979',Yes,0,0
3811,878,'1986',Yes,1,0
2352,972,'1965',Yes,1,77
3770,1198,'1988',Yes,1,22
3789,1065,'1993',Yes,1,0
2776,853,'1983',Yes,0,0
4012,986,'1981',No,0,0
2789,1156,'1984',Yes,0,10
3170,1248,'1987',Yes,1,0
2075,950,'1994',No,1,97
3839,1450,'1990',Yes,1,0
3008,1002,'1982',Yes,1,0
1801,1167,'1986',Yes,0,100
2944,1361,'1993',Yes,1,92
